-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,11,-1,-1,12,-1,-1,-1,12,-1
-1,10,-1,-1,-1,-1,-1,-1,10,-1,-1,10,-1,-1,-1,11,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,11,1,-1,-1,11,12,-1,-1,-1,-1,-1,-1,3,12,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,10,-1,-1,10,-1,-1,-1,-1,-1,-1,15,-1,14,-1,15,14,-1,-1,12,-1,-1
-1,-1,13,-1,-1,-1,-1,-1,11,-1,12,-1,-1,15,11,-1,-1,-1,15,-1,15,-1
-1,10,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,12,-1,-1,-1,-1
-1,-1,-1,13,-1,-1,-1,-1,-1,-1,13,12,11,15,-1,-1,15,-1,-1,-1,12,-1
-1,-1,-1,-1,-1,-1,-1,-1,15,10,14,-1,-1,14,-1,-1,12,-1,12,15,-1,-1
-1,10,13,-1,13,10,14,11,10,-1,-1,-1,15,11,-1,14,15,6,-1,-1,-1,-1
-1,-1,-1,14,-1,-1,-1,-1,-1,11,13,5,14,-1,18,12,-1,18,-1,-1,-1,-1
-1,13,-1,4,-1,-1,13,14,13,17,-1,-1,17,-1,15,-1,-1,18,15,-1,15,-1
-1,16,-1,-1,16,-1,-1,-1,-1,14,18,-1,14,-1,14,-1,-1,15,-1,-1,18,-1
-1,-1,-1,-1,-1,-1,16,13,-1,17,14,17,-1,18,18,17,-1,-1,18,15,12,-1
-1,-1,13,16,13,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,18,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,18,16,18,-1,-1,-1,-1,18,-1,9,10,11,12,-1
-1,16,-1,16,-1,-1,16,-1,-1,-1,8,18,17,-1,18,17,-1,-1,-1,-1,13,-1
-1,-1,-1,-1,7,-1,-1,-1,16,-1,-1,17,-1,-1,-1,-1,18,-1,-1,15,14,-1
-1,-1,-1,-1,-1,-1,16,-1,18,17,18,-1,-1,-1,-1,-1,-1,18,-1,16,-1,-1
-1,16,-1,-1,16,-1,-1,17,-1,-1,-1,16,-1,18,17,-1,18,-1,-1,17,18,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
