-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,-1,-1,10,-1,-1,-1,12,-1,12,-1,12,-1,-1,-1,12,-1
-1,-1,-1,-1,-1,-1,14,10,-1,10,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1
-1,10,-1,-1,-1,14,-1,10,-1,14,-1,12,-1,14,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,12,13,-1,14,-1,12,-1,12,-1
-1,-1,-1,1,-1,14,-1,10,-1,12,-1,13,12,-1,-1,-1,-1
-1,-1,-1,-1,10,-1,-1,14,-1,5,-1,-1,-1,13,-1,-1,-1
-1,-1,-1,-1,-1,11,-1,11,-1,13,14,12,-1,-1,-1,-1,-1
-1,10,11,10,-1,14,10,12,-1,10,-1,-1,-1,-1,13,12,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,14,-1,12,-1,-1,-1
-1,11,-1,-1,14,-1,-1,13,14,13,-1,12,-1,-1,-1,13,-1
-1,-1,-1,2,-1,11,-1,-1,-1,-1,11,13,14,13,-1,-1,-1
-1,11,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,4,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,11,-1,11,-1,-1,-1,11,13,-1,-1,13,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
