-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,13,-1,13,-1,13,14,13,-1,14,15,-1,15,14,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,14,-1,15,-1,-1,-1,6,-1,-1,-1
-1,-1,-1,4,14,13,-1,5,13,-1,-1,14,15,14,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,15,-1,15,-1,15,-1
-1,13,-1,-1,13,-1,14,15,13,15,14,-1,15,14,15,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1
-1,10,13,-1,11,-1,13,10,-1,11,12,14,11,15,14,12,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,11,-1,-1,-1,15,-1
-1,-1,-1,-1,10,11,13,11,-1,-1,-1,12,15,-1,-1,12,-1
-1,-1,-1,-1,-1,-1,-1,-1,12,2,-1,-1,-1,12,-1,-1,-1
-1,10,-1,1,-1,11,-1,10,-1,11,-1,12,15,-1,15,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1
-1,-1,-1,10,-1,11,-1,11,-1,11,12,11,12,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,10,-1,11,-1,12,11,-1,-1,12,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
