-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,16,-1,-1,-1,-1,17,16,-1,-1,16,-1,17,-1,-1,-1,-1,-1,17,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,17,-1,17,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1
-1,16,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,8,-1,-1,-1,-1,-1
-1,-1,7,-1,-1,-1,-1,16,17,16,-1,17,-1,-1,-1,17,-1,-1,-1,-1,17,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,16,-1,-1,16,15,-1,16,-1,-1,14,-1,-1,-1,15,-1,14,-1,14,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,16,-1,-1,-1,15,-1,16,-1,-1,15,-1,15,-1,14,-1,15,-1,-1,-1,-1,-1
-1,-1,-1,6,-1,-1,-1,-1,-1,-1,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,16,-1,15,-1,15,-1,14,-1,-1,15,14,-1,4,14,-1,14,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,14,-1,-1,-1,-1,-1,-1,-1
-1,16,-1,-1,-1,15,-1,-1,16,15,-1,15,-1,11,-1,15,12,-1,-1,-1,12,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,10,-1,-1,-1,10,-1,11,-1,-1,10,-1,11,-1,12,14,12,-1,-1,-1,14,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,12,-1,12,-1,-1
-1,-1,-1,10,-1,-1,-1,-1,10,-1,10,11,2,-1,-1,-1,11,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1,-1,11,-1,11,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,12,-1
-1,10,-1,-1,-1,-1,10,-1,-1,-1,-1,12,12,-1,11,-1,-1,3,12,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,10,-1,-1,-1,11,-1,10,-1,12,11,-1,12,-1,-1,12,-1,-1,12,-1
-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
