-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,-1,-1,-1,-1,11,-1,10,11,-1,-1,-1,-1,-1,11,-1,-1,12,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,10,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,12,-1,11,-1,12,-1,-1,12,-1
-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1,-1,-1,-1,10,16,2,16,-1,-1,11,16,-1,3,16,12,-1,-1,-1
-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,12,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,11,15,16,-1,12,11,-1,15,-1,-1,-1,-1,-1,12,-1
-1,10,-1,-1,-1,16,-1,10,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1
-1,-1,-1,10,-1,10,-1,16,-1,16,11,15,12,-1,-1,15,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,14,-1,13,-1,13,-1,-1,12,-1,12,-1,12,16,15,-1,12,-1
-1,-1,-1,13,-1,10,-1,14,16,11,-1,-1,7,-1,14,-1,-1,-1,-1,-1,-1,-1
-1,10,-1,-1,-1,13,-1,11,-1,13,11,14,12,-1,16,-1,15,-1,16,15,-1,-1
-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,15,-1,-1,12,-1,-1,15,-1,-1,-1,-1
-1,-1,-1,13,-1,16,-1,13,16,5,15,12,14,-1,16,-1,-1,-1,-1,-1,-1,-1
-1,13,-1,-1,-1,14,-1,16,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,13,-1,-1,13,-1,14,-1,16,14,-1,15,-1,15,-1,-1,-1
-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,13,-1,-1,13,-1,13,-1,-1,14,13,-1,-1,14,15,6,-1,-1,16,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,13,-1,-1,-1,-1,13,14,-1,15,14,-1,-1,15,-1,15,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
